leaf_id	common_name	Phylum	Class	Order	Family	Genus	Family_AKA	Sequencing-approach	num_seqs	sum_contig_len	min_contig_len	avg_contig_len	max_contig_len	num_prot_seqs	GC	Source	Source-Detail
Pithovirus.LCPAC101.fltr.fna	Pithovirus.LCPAC101	Nucleocytoviricota	Megaviricetes	Pimascovirales	PM_09	g76	-	cultivation-independent	18	397911	10581	22106.2	46492	331	27.35	Marine	deep sea sediments near hydrothermal vent
Marseillevirus.LCMAC201.fltr.fna	Marseillevirus.LCMAC201	Nucleocytoviricota	Megaviricetes	Pimascovirales	PM_09	g77	-	cultivation-independent	18	511901	10250	28438.9	57873	581	37.52	Marine	deep sea sediments near hydrothermal vent
Marseillevirus.LCMAC202.fltr.fna	Marseillevirus.LCMAC202	Nucleocytoviricota	Megaviricetes	Pimascovirales	PM_09	g77	-	cultivation-independent	16	674219	13343	42138.7	153726	722	41.58	Marine	deep sea sediments near hydrothermal vent
GVMAG-S-1029409-49.fltr.fna	GVMAG-S-1029409-49	Nucleocytoviricota	Megaviricetes	Pimascovirales	PM_06	g50	-	cultivation-independent	2	263431	101689	131715.5	161742	278	46.65	Marine	Deep subsurface
Marseillevirus.LCMAC103.fltr.fna	Marseillevirus.LCMAC103	Nucleocytoviricota	Megaviricetes	Pimascovirales	PM_06	g44	-	cultivation-independent	9	389984	14346	43331.6	69824	467	62.31	Marine	deep sea sediments near hydrothermal vent
GVMAG-S-1015567-928.fltr.fna	GVMAG-S-1015567-928	Nucleocytoviricota	Megaviricetes	Pimascovirales	PM_06	g45	-	cultivation-independent	3	315935	13047	105311.7	262536	320	39.22	Marine	Marine
GVMAG-M-3300015360-154.fltr.fna	GVMAG-M-3300015360-154	Nucleocytoviricota	Megaviricetes	Pimascovirales	PM_06	g46	-	cultivation-independent	7	191782	12889	27397.4	43582	225	42.22	Freshwater	Freshwater
GVMAG-M-3300005613-23.fltr.fna	GVMAG-M-3300005613-23	Nucleocytoviricota	Megaviricetes	Pimascovirales	PM_06	g49	-	cultivation-independent	3	254662	13448	84887.3	195829	268	31.36	Hypersaline_lake_water	Non-marine Saline and Alkaline
Marseillevirus.LCMAC102.fltr.fna	Marseillevirus.LCMAC102	Nucleocytoviricota	Megaviricetes	Pimascovirales	PM_06	g47	-	cultivation-independent	1	395459	395459	395459	395459	513	34.25	Marine	deep sea sediments near hydrothermal vent
Marseillevirus.LCMAC101.fltr.fna	Marseillevirus.LCMAC101	Nucleocytoviricota	Megaviricetes	Pimascovirales	PM_06	g48	-	cultivation-independent	7	763048	15190	109006.9	393561	905	37.89	Marine	deep sea sediments near hydrothermal vent
GVMAG-S-1062768-28.fltr.fna	GVMAG-S-1062768-28	Nucleocytoviricota	Megaviricetes	Pimascovirales	PM_05	g52	Marseilleviridae	cultivation-independent	4	489298	62776	122324.5	191179	608	36.19	Soil	Rhizoplane
GVMAG-S-3300006056-271.fltr.fna	GVMAG-S-3300006056-271	Nucleocytoviricota	Megaviricetes	Pimascovirales	PM_05	g52	Marseilleviridae	cultivation-independent	5	303425	20107	60685	126974	341	35.63	Waste	Nutrient removal
GCA.006465445.1.ASM646544v1.fltr.fna	Cannes 8 virus Cannes8	Nucleocytoviricota	Megaviricetes	Pimascovirales	PM_05	g51	Marseilleviridae	isolate	1	374041	374041	374041	374041	500	44.61	Waste	water collected from a cooling tower
GCA.001654305.1.ViralProj323872.fltr.fna	Tokyovirus A1 strain=Tokyovirus A1	Nucleocytoviricota	Megaviricetes	Pimascovirales	PM_05	g51	Marseilleviridae	isolate	1	372707	372707	372707	372707	488	44.19	Freshwater	river
GCA.001806195.1.ViralProj349153.fltr.fna	Golden Marseillevirus strain=Golden	Nucleocytoviricota	Megaviricetes	Pimascovirales	PM_05	g51	Marseilleviridae	isolate	1	360610	360610	360610	360610	515	43.13	Host	golden mussels
GCA.001602085.1.ViralProj316309.fltr.fna	Brazilian marseillevirus strain=BH2014	Nucleocytoviricota	Megaviricetes	Pimascovirales	PM_05	g51	Marseilleviridae	isolate	1	362276	362276	362276	362276	476	43.27	Freshwater	lake water
GCA.002826725.1.ASM282672v1.fltr.fna	Tunisvirus fontaine2 strain=U484	Nucleocytoviricota	Megaviricetes	Pimascovirales	PM_05	g51	Marseilleviridae	isolate	1	380011	380011	380011	380011	515	42.95	Freshwater	water from a decorative fountain
GCA.002005685.1.ViralProj376058.fltr.fna	Noumeavirus NMV1	Nucleocytoviricota	Megaviricetes	Pimascovirales	PM_05	g51	Marseilleviridae	isolate	1	376207	376207	376207	376207	484	42.88	Freshwater	pond
GCA.006472045.1.ASM647204v1.fltr.fna	Port-miou virus 	Nucleocytoviricota	Megaviricetes	Pimascovirales	PM_05	g51	Marseilleviridae	isolate	1	349275	349275	349275	349275	465	42.88	Estuarine water	brackish water
GVMAG-M-3300023184-24.fltr.fna	GVMAG-M-3300023184-24	Nucleocytoviricota	Megaviricetes	Pimascovirales	PM_04	g79	-	cultivation-independent	6	235083	11146	39180.5	74013	216	24.56	Freshwater	Freshwater
GVMAG-M-2140918012-1.fltr.fna	GVMAG-M-2140918012-1	Nucleocytoviricota	Megaviricetes	Pimascovirales	PM_04	g78	-	cultivation-independent	8	241493	10586	30186.6	81714	243	37.84	Freshwater	Freshwater
GVMAG-M-3300009182-9.fltr.fna	GVMAG-M-3300009182-9	Nucleocytoviricota	Megaviricetes	Pimascovirales	PM_04	g80	-	cultivation-independent	10	204987	11305	20498.7	32792	226	28.97	Freshwater	Freshwater
GVMAG-M-3300023179-92.fltr.fna	GVMAG-M-3300023179-92	Nucleocytoviricota	Megaviricetes	Pimascovirales	PM_04	g81	-	cultivation-independent	6	308434	16145	51405.7	146735	332	26.04	Freshwater	Freshwater
SRX802202.32.dc.fltr.fna	SRX802202.32.dc	Nucleocytoviricota	Megaviricetes	Pimascovirales	incertae_sedis	g82	-	cultivation-independent	4	209005	11536	52251.3	150921	184	37.02	Marine	Marine
GVMAG-S-1041355-83.fltr.fna	GVMAG-S-1041355-83	Nucleocytoviricota	Megaviricetes	Pimascovirales	PM_03	g121	-	cultivation-independent	10	153152	10011	15315.2	40469	140	36.08	Freshwater	Freshwater
GCA.004788555.1.ASM478855v1.fltr.fna	Shrimp hemocyte iridescent virus 20141215	Nucleocytoviricota	Megaviricetes	Pimascovirales	PM_03	g122	-	isolate	1	165809	165809	165809	165809	178	34.58	Host	shrimp
ERX943717.62.dc.fltr.fna	ERX943717.62.dc	Nucleocytoviricota	Megaviricetes	Pimascovirales	PM_03	g122	-	cultivation-independent	5	157242	17879	31448.4	48549	164	39.3	Marine	Marine
GCA.000839605.1.ViralProj14081.fltr.fna	Lymphocystis disease virus 1 	Nucleocytoviricota	Megaviricetes	Pimascovirales	PM_03	g125	-	isolate	1	102653	102653	102653	102653	109	29.07	Host	animal
GCA.001974475.1.ViralProj368971.fltr.fna	Lymphocystis disease virus Sa SA9	Nucleocytoviricota	Megaviricetes	Pimascovirales	PM_03	g125	-	isolate	1	208501	208501	208501	208501	155	33.01	Host	animal
GCA.011559005.1.ASM1155900v1.fltr.fna	Lymphocystis disease virus 2 strain=LCDV-JP_Oita_2018	Nucleocytoviricota	Megaviricetes	Pimascovirales	PM_03	g125	-	isolate	1	186627	186627	186627	186627	148	27.25	Host	animal
GCA.011894875.1.ASM1189487v1.fltr.fna	Red seabream iridovirus KagYT-96	Nucleocytoviricota	Megaviricetes	Pimascovirales	PM_03	g126	-	isolate	1	112710	112710	112710	112710	126	53.06	Host	angelfish
GCA.006451655.1.ASM645165v1.fltr.fna	Three spot gourami iridovirus TRT15003	Nucleocytoviricota	Megaviricetes	Pimascovirales	PM_03	g126	-	isolate	1	111591	111591	111591	111591	120	56.03	Host	fish
GCA.000846905.1.ViralProj14544.fltr.fna	Singapore grouper iridovirus 	Nucleocytoviricota	Megaviricetes	Pimascovirales	PM_03	g124	-	isolate	1	140131	140131	140131	140131	145	48.64	Host	marine fish
GCA.006457375.1.ASM645737v1.fltr.fna	Mandarin fish ranavirus strain=NH-1609	Nucleocytoviricota	Megaviricetes	Pimascovirales	PM_03	g123	-	isolate	1	95974	95974	95974	95974	108	52.25	Host	mandarin fish
GCA.002826585.1.ASM282658v1.fltr.fna	European catfish virus strain=13051/2012	Nucleocytoviricota	Megaviricetes	Pimascovirales	PM_03	g123	-	isolate	1	127751	127751	127751	127751	107	54.23	Host	European catfish
GCA.900473875.1.DIV-1.fltr.fna	Daphnia iridovirus 1 	Nucleocytoviricota	Megaviricetes	Pimascovirales	PM_02	g131	Iridoviridae	isolate	1	288858	288858	288858	288858	304	38.75	Host	water fleas
GCA.000918955.1.ViralProj243064.fltr.fna	Anopheles minimus irodovirus AMIV	Nucleocytoviricota	Megaviricetes	Pimascovirales	PM_02	g133	Iridoviridae	isolate	1	163023	163023	163023	163023	168	39	Host	Anopheles mosquitos
GCA.000869125.1.ViralProj17099.fltr.fna	Aedes taeniorhynchus iridescent virus 	Nucleocytoviricota	Megaviricetes	Pimascovirales	PM_02	g132	Iridoviridae	isolate	1	191100	191100	191100	191100	194	47.89	Host	mosquito
GCA.000915575.1.ViralProj239738.fltr.fna	Invertebrate iridescent virus 30 	Nucleocytoviricota	Megaviricetes	Pimascovirales	PM_02	g132	Iridoviridae	isolate	1	198533	198533	198533	198533	185	28.11	Host	invertebrates
GCA.000914535.1.ViralProj239736.fltr.fna	Invertebrate iridovirus 25 	Nucleocytoviricota	Megaviricetes	Pimascovirales	PM_02	g132	Iridoviridae	isolate	1	204815	204815	204815	204815	193	30.32	Host	invertebrates
GCA.000891235.1.ViralProj69999.fltr.fna	Wiseana iridescent virus 	Nucleocytoviricota	Megaviricetes	Pimascovirales	PM_02	g132	Iridoviridae	isolate	1	205791	205791	205791	205791	191	30.91	Host	invertebrate 
GCA.000838105.1.ViralProj14124.fltr.fna	Invertebrate iridescent virus 6 	Nucleocytoviricota	Megaviricetes	Pimascovirales	PM_02	g130	Iridoviridae	isolate	1	212482	212482	212482	212482	207	28.63	Host	invertebrates
GCA.000923155.1.ViralProj253719.fltr.fna	Armadillidium vulgare iridescent virus 	Nucleocytoviricota	Megaviricetes	Pimascovirales	PM_02	g129	Iridoviridae	isolate	1	220222	220222	220222	220222	230	35.09	Host	adult pill bugs
GCA.000881595.1.ViralProj32133.fltr.fna	Diadromus pulchellus ascovirus 4a 	Nucleocytoviricota	Megaviricetes	Pimascovirales	PM_02	g128	Iridoviridae	isolate	1	119343	119343	119343	119343	151	49.66	Host	A. assectella pupae
GCA.006451095.1.ASM645109v1.fltr.fna	Trichoplusia ni ascovirus 6b TnAV-6b	Nucleocytoviricota	Megaviricetes	Pimascovirales	PM_02	g127	Iridoviridae	isolate	1	185664	185664	185664	185664	180	35.43	Host	earworm larvae
GCA.000867605.1.ViralProj17721.fltr.fna	Spodoptera frugiperda ascovirus 1a 	Nucleocytoviricota	Megaviricetes	Pimascovirales	PM_02	g127	Iridoviridae	isolate	1	156922	156922	156922	156922	212	49.26	Host	insects
GCA.002818865.1.ASM281886v1.fltr.fna	Heliothis virescens ascovirus 3f LD135790	Nucleocytoviricota	Megaviricetes	Pimascovirales	PM_02	g127	Iridoviridae	isolate	1	198157	198157	198157	198157	206	46	Host	earworm larvae
GCA.000871485.1.ViralProj19151.fltr.fna	Heliothis virescens ascovirus 3e 	Nucleocytoviricota	Megaviricetes	Pimascovirales	PM_02	g127	Iridoviridae	isolate	1	186262	186262	186262	186262	185	45.87	Host	S. exigua larvae
GVMAG-M-3300023179-119.fltr.fna	GVMAG-M-3300023179-119	Nucleocytoviricota	Megaviricetes	Pimascovirales	PM_01	g120	-	cultivation-independent	8	146503	11176	18312.9	28525	168	30.59	Freshwater	Freshwater
GVMAG-S-1041355-65.fltr.fna	GVMAG-S-1041355-65	Nucleocytoviricota	Megaviricetes	Pimascovirales	PM_01	g115	-	cultivation-independent	13	297541	11618	22887.8	52034	264	32.31	Freshwater	Freshwater
GVMAG-M-3300009488-16.fltr.fna	GVMAG-M-3300009488-16	Nucleocytoviricota	Megaviricetes	Pimascovirales	PM_01	g100	-	cultivation-independent	13	193739	10395	14903	27615	235	35.92	Marine	Marine
KSW-cf.coassembly.k141.817983.fa																	
KSD-k141.2356857.fa																	
KSD-k141.12900459.fa																	
ERX552270.122.dc.fltr.fna	ERX552270.122.dc	Nucleocytoviricota	Megaviricetes	Pimascovirales	PM_01	g114	-	cultivation-independent	3	100409	22415	33469.7	54533	112	46.05	Marine	Marine
KSD-k141.1052855.fa																	
KSD-NODE.624.length.23772.cov.5.840073.fa																	
GVMAG-S-1064195-113.fltr.fna	GVMAG-S-1064195-113	Nucleocytoviricota	Megaviricetes	Pimascovirales	PM_01	g114	-	cultivation-independent	9	155857	10503	17317.4	21694	172	46.98	Marine	Marine
KSD-k141.187836.fa																	
GVMAG-S-3300010158-109.fltr.fna	GVMAG-S-3300010158-109	Nucleocytoviricota	Megaviricetes	Pimascovirales	PM_01	g89	-	cultivation-independent	8	374495	10692	46811.9	115566	407	38.54	Freshwater	Freshwater
GVMAG-M-3300009182-61.fltr.fna	GVMAG-M-3300009182-61	Nucleocytoviricota	Megaviricetes	Pimascovirales	PM_01	g88	-	cultivation-independent	13	220506	10477	16962	24798	239	28.85	Freshwater	Freshwater
ERX552270.117.dc.fltr.fna	ERX552270.117.dc	Nucleocytoviricota	Megaviricetes	Pimascovirales	PM_01	g92	-	cultivation-independent	6	155701	14806	25950.2	43673	166	27.21	Marine	Marine
GVMAG-S-3300011013-114.fltr.fna	GVMAG-S-3300011013-114	Nucleocytoviricota	Megaviricetes	Pimascovirales	PM_01	g90	-	cultivation-independent	6	143405	14362	23900.8	48689	151	31.22	Marine	Marine
GVMAG-M-3300023210-3.fltr.fna	GVMAG-M-3300023210-3	Nucleocytoviricota	Megaviricetes	Pimascovirales	PM_01	g91	-	cultivation-independent	14	275192	10884	19656.6	35264	322	31.61	Marine	Marine
GVMAG-S-1096109-37.fltr.fna	GVMAG-S-1096109-37	Nucleocytoviricota	Megaviricetes	Pimascovirales	PM_01	g94	-	cultivation-independent	10	175691	11334	17569.1	25974	195	36.34	Marine	Marine
KSD-k141.7924403.fa																	
SRX802077.164.dc.fltr.fna	SRX802077.164.dc	Nucleocytoviricota	Megaviricetes	Pimascovirales	PM_01	g93	-	cultivation-independent	11	165392	11175	15035.6	19877	191	36.8	Marine	Marine
GVMAG-S-3300012000-65.fltr.fna	GVMAG-S-3300012000-65	Nucleocytoviricota	Megaviricetes	Pimascovirales	PM_01	g83	-	cultivation-independent	5	394343	23917	78868.6	155407	403	58.46	Freshwater	Freshwater
GVMAG-M-3300023174-104.fltr.fna	GVMAG-M-3300023174-104	Nucleocytoviricota	Megaviricetes	Pimascovirales	PM_01	g84	-	cultivation-independent	2	433752	52220	216876	381532	416	35.63	Freshwater	Freshwater
GVMAG-M-3300023184-66.fltr.fna	GVMAG-M-3300023184-66	Nucleocytoviricota	Megaviricetes	Pimascovirales	PM_01	g85	-	cultivation-independent	8	340233	13918	42529.1	102837	364	46.05	Freshwater	Freshwater
GVMAG-M-3300022752-50.fltr.fna	GVMAG-M-3300022752-50	Nucleocytoviricota	Megaviricetes	Pimascovirales	PM_01	g85	-	cultivation-independent	10	623338	27536	62333.8	156552	678	49.97	Freshwater	Freshwater
GVMAG-S-1101174-77.fltr.fna	GVMAG-S-1101174-77	Nucleocytoviricota	Megaviricetes	Pimascovirales	PM_01	g85	-	cultivation-independent	17	524898	10809	30876.4	72969	563	45.01	Freshwater	Freshwater
GVMAG-M-3300009155-27.fltr.fna	GVMAG-M-3300009155-27	Nucleocytoviricota	Megaviricetes	Pimascovirales	PM_01	g86	-	cultivation-independent	7	158257	10459	22608.1	37664	160	51.78	Freshwater	Freshwater
GVMAG-M-3300023184-71.fltr.fna	GVMAG-M-3300023184-71	Nucleocytoviricota	Megaviricetes	Pimascovirales	PM_01	g86	-	cultivation-independent	4	223680	16406	55920	128163	228	47.33	Freshwater	Freshwater
GVMAG-M-3300022752-26.fltr.fna	GVMAG-M-3300022752-26	Nucleocytoviricota	Megaviricetes	Pimascovirales	PM_01	g87	-	cultivation-independent	9	319446	14164	35494	58069	354	59.14	Freshwater	Freshwater
GVMAG-S-1101169-75.fltr.fna	GVMAG-S-1101169-75	Nucleocytoviricota	Megaviricetes	Pimascovirales	PM_01	g87	-	cultivation-independent	13	615283	13887	47329.5	94506	633	42.57	Freshwater	Freshwater
GVMAG-M-3300023184-117.fltr.fna	GVMAG-M-3300023184-117	Nucleocytoviricota	Megaviricetes	Pimascovirales	PM_01	g87	-	cultivation-independent	18	684911	12965	38050.6	80588	740	29.54	Freshwater	Freshwater
GVMAG-M-3300013014-33.fltr.fna	GVMAG-M-3300013014-33	Nucleocytoviricota	Megaviricetes	Pimascovirales	PM_01	g87	-	cultivation-independent	15	483187	12194	32212.5	75818	540	32.41	Freshwater	Freshwater
GVMAG-M-3300021516-3.fltr.fna	GVMAG-M-3300021516-3	Nucleocytoviricota	Megaviricetes	Pimascovirales	PM_01	g119	-	cultivation-independent	6	223482	27091	37247	57547	259	36.78	Freshwater	Freshwater
GVMAG-S-3300013014-136.fltr.fna	GVMAG-S-3300013014-136	Nucleocytoviricota	Megaviricetes	Pimascovirales	PM_01	g118	-	cultivation-independent	6	289802	12167	48300.3	133872	324	35.04	Freshwater	Freshwater
GVMAG-S-1101182-111.fltr.fna	GVMAG-S-1101182-111	Nucleocytoviricota	Megaviricetes	Pimascovirales	PM_01	g118	-	cultivation-independent	7	234348	12611	33478.3	67804	283	41.23	Freshwater	Freshwater
GVMAG-M-3300023174-172.fltr.fna	GVMAG-M-3300023174-172	Nucleocytoviricota	Megaviricetes	Pimascovirales	PM_01	g99	-	cultivation-independent	11	202278	10800	18388.9	27349	224	28.9	Freshwater	Freshwater
GVMAG-S-3300002186-40.fltr.fna	GVMAG-S-3300002186-40	Nucleocytoviricota	Megaviricetes	Pimascovirales	PM_01	g117	-	cultivation-independent	11	249204	12337	22654.9	52929	260	31.34	Marine	Marine
GVMAG-M-3300021364-5.fltr.fna	GVMAG-M-3300021364-5	Nucleocytoviricota	Megaviricetes	Pimascovirales	PM_01	g117	-	cultivation-independent	8	265053	11364	33131.6	65754	232	27.35	Marine	Marine
GVMAG-M-3300020201-24.fltr.fna	GVMAG-M-3300020201-24	Nucleocytoviricota	Megaviricetes	Pimascovirales	PM_01	g97	-	cultivation-independent	6	170073	11230	28345.5	56251	195	36.22	Freshwater	Freshwater
GVMAG-M-3300005589-24.fltr.fna	GVMAG-M-3300005589-24	Nucleocytoviricota	Megaviricetes	Pimascovirales	PM_01	g98	-	cultivation-independent	4	325642	50005	81410.5	125924	358	40.94	Marine	Marine
GVMAG-S-1101172-105.fltr.fna	GVMAG-S-1101172-105	Nucleocytoviricota	Megaviricetes	Pimascovirales	PM_01	g96	-	cultivation-independent	9	397656	11716	44184	79049	433	34.49	Freshwater	Freshwater
GVMAG-M-3300024502-1.fltr.fna	GVMAG-M-3300024502-1	Nucleocytoviricota	Megaviricetes	Pimascovirales	PM_01	g96	-	cultivation-independent	10	206658	10106	20665.8	72549	222	24.72	Freshwater	Freshwater
KSD-k141.2554359.fa																	
KSD-k141.4859046.fa																	
KSD-k141.16681046.fa																	
GVMAG-M-3300017991-11.fltr.fna	GVMAG-M-3300017991-11	Nucleocytoviricota	Megaviricetes	Pimascovirales	PM_01	g95	-	cultivation-independent	15	340437	10146	22695.8	38822	363	35.27	Hypersaline_lake_water	Non-marine Saline and Alkaline
KSD-k141.8879809.fa																	
KSW-C63.1.C.NODE.610.length.38647.cov.22.665138.fa																	
GVMAG-S-1038524-41.fltr.fna	GVMAG-S-1038524-41	Nucleocytoviricota	Megaviricetes	Pimascovirales	PM_01	g95	-	cultivation-independent	7	394068	27333	56295.4	103223	441	36.54	Marine	Marine
KSW-cf.coassembly.k141.2050766.fa																	
KSW-C63.2.C.NODE.1996.length.17431.cov.6.478534.fa																	
KSD-k141.1226545.fa																	
KSW-C63.2.C.NODE.2199.length.16313.cov.6.677144.fa																	
KSW-C63.1.C.NODE.1762.length.20959.cov.24.778703.fa																	
KSW-C63.1.C.NODE.784.length.33818.cov.24.900660.fa																	
KSW-C63.1.C.NODE.4134.length.11559.cov.24.061978.fa																	
KSW-C-S5C2205.1.fa																	
KSW-cf.coassembly.k141.1110478.fa																	
GVMAG-M-3300023179-108.fltr.fna	GVMAG-M-3300023179-108	Nucleocytoviricota	Megaviricetes	Pimascovirales	PM_01	g111	-	cultivation-independent	12	552483	13573	46040.3	92126	615	22.78	Freshwater	Freshwater
GVMAG-M-3300023179-83.fltr.fna	GVMAG-M-3300023179-83	Nucleocytoviricota	Megaviricetes	Pimascovirales	PM_01	g110	-	cultivation-independent	1	241374	241374	241374	241374	250	27.07	Freshwater	Freshwater
KSW-cf.coassembly.k141.1045547.fa																	
GVMAG-M-3300023184-29.fltr.fna	GVMAG-M-3300023184-29	Nucleocytoviricota	Megaviricetes	Pimascovirales	PM_01	g109	-	cultivation-independent	14	266039	12114	19002.8	35200	288	25.78	Freshwater	Freshwater
GVMAG-M-3300023179-45.fltr.fna	GVMAG-M-3300023179-45	Nucleocytoviricota	Megaviricetes	Pimascovirales	PM_01	g109	-	cultivation-independent	13	275405	10369	21185	37573	279	24.36	Freshwater	Freshwater
GVMAG-M-3300023179-32.fltr.fna	GVMAG-M-3300023179-32	Nucleocytoviricota	Megaviricetes	Pimascovirales	PM_01	g109	-	cultivation-independent	12	341363	10642	28446.9	49396	352	30.49	Freshwater	Freshwater
GVMAG-M-3300022752-15.fltr.fna	GVMAG-M-3300022752-15	Nucleocytoviricota	Megaviricetes	Pimascovirales	PM_01	g109	-	cultivation-independent	7	454122	15816	64874.6	170099	431	26.25	Freshwater	Freshwater
GVMAG-M-3300023174-102.fltr.fna	GVMAG-M-3300023174-102	Nucleocytoviricota	Megaviricetes	Pimascovirales	PM_01	g116	-	cultivation-independent	6	403243	12658	67207.2	116334	406	27.99	Freshwater	Freshwater
SRX802189.61.dc.fltr.fna	SRX802189.61.dc	Nucleocytoviricota	Megaviricetes	Pimascovirales	PM_01	g108	-	cultivation-independent	11	280222	10095	25474.7	44605	324	36.77	Marine	Marine
KSW-cf.coassembly.k141.2326796.fa																	
GVMAG-M-3300023184-134.fltr.fna	GVMAG-M-3300023184-134	Nucleocytoviricota	Megaviricetes	Pimascovirales	PM_01	g112	-	cultivation-independent	9	175074	11242	19452.7	35422	173	28.81	Freshwater	Freshwater
GVMAG-S-3300010368-70.fltr.fna	GVMAG-S-3300010368-70	Nucleocytoviricota	Megaviricetes	Pimascovirales	PM_01	g113	-	cultivation-independent	9	245132	16284	27236.9	62653	253	31.52	Marine	Marine
KSW-C63.1.C.NODE.745.length.34830.cov.31.827865.fa																	
KSW-cf.coassembly.k141.764696.fa																	
KSW-C63.2.C.NODE.381.length.47928.cov.8.530320.fa																	
KSW-cf.coassembly.k141.1180611.fa																	
GVMAG-M-3300002367-2.fltr.fna	GVMAG-M-3300002367-2	Nucleocytoviricota	Megaviricetes	Pimascovirales	PM_01	g101	-	cultivation-independent	9	121127	10232	13458.6	18317	131	31.55	Freshwater	Freshwater
GVMAG-S-1085360-44.fltr.fna	GVMAG-S-1085360-44	Nucleocytoviricota	Megaviricetes	Pimascovirales	PM_01	g102	-	cultivation-independent	6	206587	22659	34431.2	54343	230	29.93	Marine	Marine
GVMAG-M-3300013010-19.fltr.fna	GVMAG-M-3300013010-19	Nucleocytoviricota	Megaviricetes	Pimascovirales	PM_01	g106	-	cultivation-independent	7	296158	25928	42308.3	83797	343	30.03	Marine	Marine
