vOTUs	sample
K-NODE_2977_length_7407_cov_12.177231	K
K-NODE_3014_length_7375_cov_21.745082	K
K-NODE_3064_length_7322_cov_11.094675	K
K-NODE_3284_length_7117_cov_9.712546	K
K-NODE_3326_length_7085_cov_23.500427	K
K-NODE_3335_length_7078_cov_10.692012	K
K-NODE_3580_length_6877_cov_11.280709	K
K-NODE_3592_length_6866_cov_9.243283	K
K-NODE_3649_length_6829_cov_20.322409	K
K-NODE_3667_length_6821_cov_9.277269	K
K-NODE_3726_length_6770_cov_35.172152	K
K-NODE_3732_length_6767_cov_13.289779	K
K-NODE_3736_length_6766_cov_10.651319	K
K-NODE_3764_length_6750_cov_9.741001	K
K-NODE_3854_length_6683_cov_356.194629	K
K-NODE_3855_length_6680_cov_11.724226	K
K-NODE_4034_length_6561_cov_11.843836	K
K-NODE_4043_length_6551_cov_9.423645	K
K-NODE_4069_length_6536_cov_12.342385	K
K-NODE_4422_length_6295_cov_10.629487	K
K-NODE_4554_length_6214_cov_12.354278	K
K-NODE_4580_length_6202_cov_11.616398	K
K-NODE_4655_length_6152_cov_12.206167	K
K-NODE_4852_length_6060_cov_10.562864	K
K-NODE_4889_length_6035_cov_50.199164	K
K-NODE_4997_length_5978_cov_8.666385	K
K-NODE_5041_length_5954_cov_7.645533	K
K-NODE_5045_length_5952_cov_7.053247	K
K-NODE_5074_length_5942_cov_8.440462	K
K-NODE_5088_length_5937_cov_4.614587	K
K-NODE_5091_length_5933_cov_12.882273	K
K-NODE_5333_length_5817_cov_6.655675	K
K-NODE_5365_length_5803_cov_10.529228	K
K-NODE_5503_length_5746_cov_9.048673	K
K-NODE_5537_length_5731_cov_13.026251	K
K-NODE_5660_length_5673_cov_11.172837	K
K-NODE_5746_length_5637_cov_16.755464	K
K-NODE_5797_length_5617_cov_10.546206	K
K-NODE_5833_length_5606_cov_28.876779	K
K-NODE_5882_length_5586_cov_8.913397	K
K-NODE_5892_length_5580_cov_9.819186	K
K-NODE_6035_length_5522_cov_11.600512	K
K-NODE_6095_length_5504_cov_9.650028	K
K-NODE_6461_length_5360_cov_12.167201	K
K-NODE_6588_length_5318_cov_5.682120	K
K-NODE_6702_length_5284_cov_11.970740	K
K-NODE_6707_length_5282_cov_22.414387	K
K-NODE_6739_length_5273_cov_9.801648	K
K-NODE_6839_length_5242_cov_11.128976	K
K-NODE_6929_length_5214_cov_13.219810	K
K-NODE_7064_length_5168_cov_5.848621	K
K-NODE_7121_length_5149_cov_4.755006	K
K-NODE_7223_length_5114_cov_9.681360	K
K-NODE_7368_length_5064_cov_10.517069	K
K-NODE_7393_length_5056_cov_10.830634	K
K-NODE_7422_length_5048_cov_5.762668	K
K-NODE_7479_length_5030_cov_10.117186	K
K-NODE_7490_length_5026_cov_12.045061	K
K-NODE_7517_length_5019_cov_15.514504	K
K-NODE_7550_length_5009_cov_11.878280	K
K-NODE_7554_length_5008_cov_9.975368	K
K-NODE_7559_length_5007_cov_9.811995	K
K-k141_729201	K
K-k141_1146049	K
K-k141_459	K
K-k141_313173	K
K-k141_1146537	K
K-k141_1459261	K
K-k141_209779	K
K-k141_417838	K
K-k141_1043169	K
K-k141_1043593	K
K-k141_1252072	K
K-k141_1564627	K
K-k141_939200	K
K-k141_1043920	K
K-k141_1148012	K
K-k141_1981238	K
K-k141_314915	K
K-k141_835803	K
K-k141_1877684	K
K-k141_627046	K
K-k141_107103	K
K-k141_315449	K
K-k141_939766	K
K-k141_1773842	K
K-k141_1565425	K
K-k141_1461320	K
K-k141_211381	K
K-k141_1565542	K
K-k141_316020	K
K-k141_940675	K
K-k141_628322	K
K-k141_1566207	K
K-k141_1462108	K
K-k141_525155	K
K-k141_1670950	K
K-k141_4280	K
K-k141_1775622	K
K-k141_1566967	K
K-k141_941384	K
K-k141_1983786	K
K-k141_1671303	K
K-k141_421413	K
K-k141_1983968	K
K-k141_213369	K
K-k141_1463440	K
K-k141_1255557	K
K-k141_318214	K
K-k141_1151540	K
K-k141_1776994	K
K-k141_630593	K
K-k141_111155	K
K-k141_1465173	K
K-k141_1465457	K
K-k141_1986361	K
K-k141_1882849	K
K-k141_1154413	K
K-k141_216993	K
K-k141_1466980	K
K-k141_426092	K
K-k141_1051771	K
K-k141_322643	K
K-k141_426211	K
K-k141_1675955	K
K-k141_1572172	K
K-k141_530839	K
K-k141_634506	K
K-k141_946898	K
K-k141_1052693	K
K-k141_531670	K
K-k141_740319	K
K-k141_115190	K
K-k141_1053588	K
K-k141_740978	K
K-k141_1157644	K
K-k141_741333	K
K-k141_1991104	K
K-k141_1887033	K
K-k141_533043	K
K-k141_1261961	K
K-k141_1678709	K
K-k141_116564	K
K-k141_1262505	K
K-k141_1158538	K
K-k141_1992246	K
K-k141_1992861	K
K-k141_326737	K
K-k141_1159601	K
K-k141_638632	K
K-k141_13997	K
K-k141_222313	K
K-k141_1263669	K
K-k141_1993359	K
K-k141_1472525	K
K-k141_431102	K
K-k141_951334	K
K-k141_1160377	K
K-k141_1264269	K
K-k141_1160712	K
K-k141_118990	K
K-k141_744489	K
K-k141_1681550	K
K-k141_849431	K
K-k141_849457	K
K-k141_1369152	K
K-k141_1264952	K
K-k141_1681802	K
K-k141_119759	K
K-k141_1474233	K
K-k141_329188	K
K-k141_640895	K
K-k141_1787124	K
K-k141_641364	K
K-k141_537560	K
K-k141_329940	K
K-k141_850984	K
K-k141_746637	K
K-k141_225046	K
K-k141_1162683	K
K-k141_1475428	K
K-k141_954187	K
K-k141_225316	K
K-k141_1578887	K
K-k141_642196	K
K-k141_1266425	K
K-k141_642948	K
K-k141_852678	K
K-k141_747814	K
K-k141_852766	K
K-k141_1789490	K
K-k141_226336	K
K-k141_1997816	K
K-k141_748733	K
K-k141_1268234	K
K-k141_853795	K
K-k141_1790484	K
K-k141_1268328	K
K-k141_19574	K
K-k141_1268361	K
K-k141_436184	K
K-k141_332751	K
K-k141_1477950	K
K-k141_1790972	K
K-k141_1894530	K
K-k141_956892	K
K-k141_1894590	K
K-k141_1269303	K
K-k141_1373905	K
K-k141_1165891	K
K-k141_1374246	K
K-k141_645700	K
K-k141_1269957	K
K-k141_437892	K
K-k141_229053	K
K-k141_1687659	K
K-k141_125620	K
K-k141_542642	K
K-k141_125710	K
K-k141_958982	K
K-k141_22614	K
K-k141_752191	K
K-k141_1065258	K
K-k141_336177	K
K-k141_231044	K
K-k141_1376939	K
K-k141_232000	K
K-k141_1898873	K
K-k141_754158	K
K-k141_1273744	K
K-k141_1899106	K
K-k141_1691042	K
K-k141_2003801	K
K-k141_129249	K
K-k141_1796270	K
K-k141_860017	K
K-k141_1275096	K
K-k141_963022	K
K-k141_860507	K
K-k141_1379691	K
K-k141_963365	K
K-k141_1275662	K
K-k141_443248	K
K-k141_861048	K
K-k141_26878	K
K-k141_756671	K
K-k141_756795	K
K-k141_1172029	K
K-k141_964101	K
K-k141_652552	K
K-k141_131714	K
K-k141_1589180	K
K-k141_549188	K
K-k141_964684	K
K-k141_1277201	K
K-k141_1799465	K
K-k141_965066	K
K-k141_445064	K
K-k141_341556	K
K-k141_1903045	K
K-k141_1800158	K
K-k141_654180	K
K-k141_1277959	K
K-k141_1072022	K
K-k141_759059	K
K-k141_1072142	K
K-k141_342399	K
K-k141_342451	K
K-k141_1072256	K
K-k141_1695874	K
K-k141_342623	K
K-k141_2008770	K
K-k141_343111	K
K-k141_1279092	K
K-k141_134428	K
K-k141_343666	K
K-k141_864837	K
K-k141_1279874	K
K-k141_1905101	K
K-k141_1074011	K
K-k141_552985	K
K-k141_1905471	K
K-k141_1176076	K
K-k141_968137	K
K-k141_30383	K
K-k141_1280405	K
K-k141_1384581	K
K-k141_657180	K
K-k141_1074835	K
K-k141_1385114	K
K-k141_239429	K
K-k141_448568	K
K-k141_1803398	K
K-k141_866738	K
K-k141_554480	K
K-k141_1907011	K
K-k141_658077	K
K-k141_2012290	K
K-k141_658454	K
K-k141_346540	K
K-k141_2012485	K
K-k141_1593997	K
K-k141_763646	K
K-k141_1386803	K
K-k141_1491756	K
K-k141_659346	K
K-k141_868767	K
K-k141_241455	K
K-k141_1908201	K
K-k141_1387498	K
K-k141_1178975	K
K-k141_1806124	K
K-k141_972024	K
K-k141_869539	K
K-k141_765092	K
K-k141_1909121	K
K-k141_1388378	K
K-k141_2014295	K
K-k141_348874	K
K-k141_451828	K
K-k141_1388846	K
K-k141_1284329	K
K-k141_140266	K
K-k141_973233	K
K-k141_1494262	K
K-k141_1079624	K
K-k141_453144	K
K-k141_1389943	K
K-k141_2015670	K
K-k141_974208	K
K-k141_1808669	K
K-k141_871675	K
K-k141_1182072	K
K-k141_37000	K
K-k141_1809504	K
K-k141_37553	K
K-k141_1183201	K
K-k141_246161	K
K-k141_664160	K
K-k141_143091	K
K-k141_143175	K
K-k141_2018069	K
K-k141_1392529	K
K-k141_976588	K
K-k141_1913692	K
K-k141_1184422	K
K-k141_456043	K
K-k141_874558	K
K-k141_665652	K
K-k141_562469	K
K-k141_1914947	K
K-k141_1084295	K
K-k141_2019979	K
K-k141_876448	K
K-k141_2020572	K
K-k141_457745	K
K-k141_564376	K
K-k141_2021036	K
K-k141_979889	K
K-k141_146883	K
K-k141_1395588	K
K-k141_1917480	K
K-k141_1086984	K
K-k141_147956	K
K-k141_878880	K
K-k141_1397263	K
K-k141_566528	K
K-k141_460611	K
K-k141_358806	K
K-k141_1397840	K
K-k141_1919406	K
K-k141_775403	K
K-k141_1503257	K
K-k141_2023660	K
K-k141_252999	K
K-k141_880792	K
K-k141_1920268	K
K-k141_253751	K
K-k141_1817300	K
K-k141_1399562	K
K-k141_1606590	K
K-k141_1399699	K
K-k141_1817864	K
K-k141_985056	K
K-k141_361886	K
K-k141_2026107	K
K-k141_362082	K
K-k141_778323	K
K-k141_778407	K
K-k141_1401242	K
K-k141_2027150	K
K-k141_674846	K
K-k141_779236	K
K-k141_1923170	K
K-k141_675115	K
K-k141_1402149	K
K-k141_363742	K
K-k141_572426	K
K-k141_1093391	K
K-k141_1093534	K
K-k141_988173	K
K-k141_1194637	K
K-k141_1093804	K
K-k141_1610135	K
K-k141_1194873	K
K-k141_50164	K
K-k141_2028823	K
K-k141_1403914	K
K-k141_574198	K
K-k141_781822	K
K-k141_1195836	K
K-k141_1095296	K
K-k141_1822785	K
K-k141_1196174	K
K-k141_678188	K
K-k141_1611813	K
K-k141_1717887	K
K-k141_887918	K
K-k141_259739	K
K-k141_52466	K
K-k141_1511246	K
K-k141_1197222	K
K-k141_1405866	K
K-k141_679440	K
K-k141_157810	K
K-k141_991869	K
K-k141_1406569	K
K-k141_2031479	K
K-k141_2031557	K
K-k141_784685	K
K-k141_680518	K
K-k141_1301243	K
K-k141_1301468	K
K-k141_1929418	K
K-k141_1098758	K
K-k141_1929461	K
K-k141_262490	K
K-k141_262516	K
K-k141_1614977	K
K-k141_1099746	K
K-k141_1721858	K
K-k141_892179	K
K-k141_994421	K
K-k141_370792	K
K-k141_682808	K
K-k141_472357	K
K-k141_787110	K
K-k141_1828117	K
K-k141_1828334	K
K-k141_788871	K
K-k141_1933135	K
K-k141_685470	K
K-k141_1411728	K
K-k141_997334	K
K-k141_895419	K
K-k141_1830466	K
K-k141_1412496	K
K-k141_475569	K
K-k141_59895	K
K-k141_165542	K
K-k141_1832567	K
K-k141_584994	K
K-k141_1832959	K
K-k141_1621938	K
K-k141_1621950	K
K-k141_793215	K
K-k141_378358	K
K-k141_1834369	K
K-k141_270732	K
K-k141_899957	K
K-k141_1002228	K
K-k141_1729851	K
K-k141_900472	K
K-k141_1937890	K
K-k141_2041523	K
K-k141_1522774	K
K-k141_795436	K
K-k141_272362	K
K-k141_901361	K
K-k141_169746	K
K-k141_64974	K
K-k141_65019	K
K-k141_1625018	K
K-k141_1731403	K
K-k141_1311267	K
K-k141_1524012	K
K-k141_902441	K
K-k141_1004498	K
K-k141_273704	K
K-k141_1209237	K
K-k141_1837763	K
K-k141_66426	K
K-k141_590477	K
K-k141_1626581	K
K-k141_1940571	K
K-k141_171684	K
K-k141_1733123	K
K-k141_66970	K
K-k141_1110925	K
K-k141_1525938	K
K-k141_1941305	K
K-k141_67759	K
K-k141_904496	K
K-k141_172938	K
K-k141_484238	K
K-k141_905073	K
K-k141_1211477	K
K-k141_1527150	K
K-k141_484501	K
K-k141_173914	K
K-k141_174021	K
K-k141_800491	K
K-k141_1528009	K
K-k141_1008141	K
K-k141_485182	K
K-k141_696385	K
K-k141_1629715	K
K-k141_2047520	K
K-k141_907073	K
K-k141_1944231	K
K-k141_802329	K
K-k141_907648	K
K-k141_71296	K
K-k141_176216	K
K-k141_71494	K
K-k141_487015	K
K-k141_1009954	K
K-k141_1423963	K
K-k141_908408	K
K-k141_1530772	K
K-k141_1530858	K
K-k141_177514	K
K-k141_804212	K
K-k141_909502	K
K-k141_699912	K
K-k141_1117071	K
K-k141_1532109	K
K-k141_1845114	K
K-k141_75548	K
K-k141_180359	K
K-k141_912230	K
K-k141_1635666	K
K-k141_912537	K
K-k141_1120059	K
K-k141_1845998	K
K-k141_181181	K
K-k141_1742113	K
K-k141_1949046	K
K-k141_284926	K
K-k141_285257	K
K-k141_1430337	K
K-k141_1219961	K
K-k141_1744226	K
K-k141_1431860	K
K-k141_1538599	K
K-k141_1850034	K
K-k141_917259	K
K-k141_1850186	K
K-k141_812326	K
K-k141_707817	K
K-k141_1953283	K
K-k141_497279	K
K-k141_186875	K
K-k141_1223883	K
K-k141_1747570	K
K-k141_919371	K
K-k141_1327695	K
K-k141_188173	K
K-k141_920462	K
K-k141_1748973	K
K-k141_816077	K
K-k141_291497	K
K-k141_1956722	K
K-k141_1542773	K
K-k141_1023644	K
K-k141_818025	K
K-k141_293934	K
K-k141_191693	K
K-k141_402233	K
K-k141_1438445	K
K-k141_1331889	K
K-k141_502247	K
K-k141_819672	K
K-k141_294879	K
K-k141_1647869	K
K-k141_1026579	K
K-k141_1753165	K
K-k141_504521	K
K-k141_1133829	K
K-k141_717604	K
K-k141_1134690	K
K-k141_718301	K
K-k141_2065702	K
K-k141_1442902	K
K-k141_407080	K
K-k141_1860457	K
K-k141_1443741	K
K-k141_92334	K
K-k141_408127	K
K-k141_92582	K
K-k141_825260	K
K-k141_1031671	K
K-k141_508369	K
K-k141_2067797	K
K-k141_508783	K
K-k141_1338837	K
K-k141_1234714	K
K-k141_826757	K
K-k141_1138563	K
K-k141_94253	K
K-k141_1235201	K
K-k141_1965736	K
K-k141_1655303	K
K-k141_1034143	K
K-k141_2069505	K
K-k141_200447	K
K-k141_1341033	K
K-k141_933992	K
K-k141_2070280	K
K-k141_1447838	K
K-k141_724527	K
K-k141_511781	K
K-k141_1760315	K
K-k141_1035822	K
K-k141_1555321	K
K-k141_1036245	K
K-k141_935430	K
K-k141_513311	K
K-k141_622510	K
K-k141_513373	K
K-k141_726719	K
K-k141_1239343	K
K-k141_936523	K
K-k141_623247	K
K-k141_623761	K
K-k141_937013	K
K-k141_727682	K
K-k141_937228	K
K-k141_728345	K
K-k141_2073485	K
K-k141_2073502	K
K-k141_205688	K
K-k141_2073552	K
K-k141_624504	K
K-k141_2073570	K
K-k141_1452557	K
K-k141_100954	K
K-k141_1764522	K
K-k141_1764742	K
K-k141_1145609	K
K-k141_1661403	K
K-k141_1041003	K
K-k141_310022	K
K-k141_1244371	K
K-k141_1873556	K
K-k141_1350343	K
K-k141_1350696	K
K-k141_1977012	K
K-k141_1666292	K
K-k141_1352670	K
K-k141_1248320	K
K-k141_1978637	K
K-k141_1249619	K
K-sec_assembly_k141_669518	K
K-sec_assembly_k141_677246	K
K-sec_assembly_k141_1123490	K
K-sec_assembly_k141_901605	K
K-sec_assembly_k141_1348467	K
K-sec_assembly_k141_1570415	K
K-sec_assembly_k141_906153	K
K-sec_assembly_k141_907954	K
K-sec_assembly_k141_468167	K
K-sec_assembly_k141_696301	K
K-sec_assembly_k141_697420	K
K-sec_assembly_k141_1363587	K
K-sec_assembly_k141_32223	K
K-sec_assembly_k141_254718	K
K-sec_assembly_k141_922413	K
K-sec_assembly_k141_2038512	K
K-sec_assembly_k141_1822638	K
K-sec_assembly_k141_1825338	K
K-sec_assembly_k141_1602408	K
K-sec_assembly_k141_1383668	K
K-sec_assembly_k141_1828876	K
K-sec_assembly_k141_940265	K
K-sec_assembly_k141_2050854	K
K-sec_assembly_k141_501636	K
K-sec_assembly_k141_2061941	K
K-sec_assembly_k141_730764	K
K-sec_assembly_k141_64918	K
K-sec_assembly_k141_1397546	K
K-sec_assembly_k141_1398114	K
K-sec_assembly_k141_953416	K
K-sec_assembly_k141_1619836	K
K-sec_assembly_k141_956935	K
K-sec_assembly_k141_957647	K
K-sec_assembly_k141_1407372	K
K-sec_assembly_k141_296643	K
K-sec_assembly_k141_1413919	K
K-sec_assembly_k141_2080441	K
K-sec_assembly_k141_315824	K
K-sec_assembly_k141_1870552	K
K-sec_assembly_k141_984717	K
K-sec_assembly_k141_2097515	K
K-sec_assembly_k141_320743	K
K-sec_assembly_k141_104484	K
K-sec_assembly_k141_1216283	K
K-sec_assembly_k141_2107355	K
K-sec_assembly_k141_773828	K
K-sec_assembly_k141_110493	K
K-sec_assembly_k141_554098	K
K-sec_assembly_k141_1663555	K
K-sec_assembly_k141_1225113	K
K-sec_assembly_k141_1010295	K
K-sec_assembly_k141_1904797	K
K-sec_assembly_k141_1686102	K
K-sec_assembly_k141_1246574	K
K-sec_assembly_k141_136529	K
K-sec_assembly_k141_1910409	K
K-sec_assembly_k141_137336	K
K-sec_assembly_k141_582665	K
K-sec_assembly_k141_1913705	K
K-sec_assembly_k141_1915922	K
K-sec_assembly_k141_2152908	K
K-sec_assembly_k141_1488316	K
K-sec_assembly_k141_1049908	K
K-sec_assembly_k141_162573	K
K-sec_assembly_k141_1496090	K
K-sec_assembly_k141_1720319	K
K-sec_assembly_k141_389245	K
K-sec_assembly_k141_1728507	K
K-sec_assembly_k141_846301	K
K-sec_assembly_k141_626947	K
K-sec_assembly_k141_1957717	K
K-sec_assembly_k141_1298461	K
K-sec_assembly_k141_1302039	K
K-sec_assembly_k141_1078380	K
K-sec_assembly_k141_1966045	K
K-sec_assembly_k141_1968500	K
K-sec_assembly_k141_194612	K
K-sec_assembly_k141_2195052	K
K-sec_assembly_k141_1971052	K
K-sec_assembly_k141_642866	K
K-sec_assembly_k141_863128	K
K-sec_assembly_k141_648228	K
K-sec_assembly_k141_430307	K
K-sec_assembly_k141_431871	K
K-sec_assembly_k141_1101898	K
K-sec_assembly_k141_217829	K
K-sec_assembly_k141_885084	K
K-sec_assembly_k141_1552182	K
K-sec_assembly_k141_1108324	K
K-NODE_341_length_40282_cov_190.243468_full	K
K-NODE_1061_length_19765_cov_6.597971_full	K
K-NODE_1539_length_15241_cov_8.583366_full	K
K-NODE_1619_length_14803_cov_39.702943_full	K
K-NODE_1792_length_13868_cov_137.464852_full	K
K-NODE_3540_length_8611_cov_37.369098_full	K
K-NODE_3869_length_8065_cov_6.038577_full	K
K-NODE_4238_length_7486_cov_6.815772_full	K
K-NODE_4983_length_6638_cov_6.863892_full	K
K-NODE_5019_length_6613_cov_6.956694_full	K
K-NODE_5244_length_6422_cov_5.980210_full	K
K-NODE_5714_length_6072_cov_33.621905_full	K
K-NODE_6105_length_5798_cov_5.923037_full	K
K-NODE_6979_length_5276_cov_12.271404_full	K
K-NODE_7260_length_5142_cov_7.633772_full	K
K-NODE_7342_length_5106_cov_14.875272_full	K
K-NODE_8082_length_6466_cov_6.109187_full	K
K-NODE_8872_length_5997_cov_7.255974_full	K
K-NODE_9817_length_5543_cov_8.713557_full	K
K-NODE_10522_length_5243_cov_8.142444_full	K
K-NODE_3611_length_6855_cov_5.561029_full	K
K-NODE_4672_length_6140_cov_9.433032_full	K
K-NODE_6111_length_5497_cov_12.123484_full	K
K-k141_1251078_full	K
K-k141_1879221_full	K
K-k141_426777_full	K
K-k141_1684166_full	K
K-k141_227396_full	K
K-k141_1583756_full	K
K-k141_22457_full	K
K-k141_446329_full	K
K-k141_761795_full	K
K-k141_1176649_full	K
K-k141_866434_full	K
K-k141_659431_full	K
K-k141_1908220_full	K
K-k141_1494489_full	K
K-k141_149162_full	K
K-k141_1606289_full	K
K-k141_46293_full	K
K-k141_1401083_full	K
K-k141_1721055_full	K
K-k141_1930312_full	K
K-k141_579125_full	K
K-k141_902256_full	K
K-k141_1941346_full	K
K-k141_1121098_full	K
K-k141_1954881_full	K
K-k141_2058829_full	K
K-k141_1025405_full	K
K-k141_1962817_full	K
K-k141_1234127_full	K
K-k141_1654110_full	K
K-k141_618656_full	K
K-k141_1139174_full	K
K-k141_303684_full	K
K-k141_100422_full	K
K-sec_assembly_k141_907535_full	K
K-sec_assembly_k141_2029534_full	K
K-sec_assembly_k141_1854275_full	K
K-sec_assembly_k141_1436668_full	K
K-sec_assembly_k141_1691519_full	K
K-NODE_963_length_21151_cov_90.435628_full	K
K-NODE_3100_length_9480_cov_82.172095_full	K
K-NODE_3302_length_9090_cov_7.869840_full	K
K-NODE_3358_length_8986_cov_21.462882_full	K
K-NODE_3630_length_8469_cov_6.921203_full	K
K-NODE_3689_length_8380_cov_21.604565_full	K
K-NODE_3784_length_8194_cov_15.900971_full	K
K-NODE_3818_length_8136_cov_21.010766_full	K
K-NODE_4197_length_7544_cov_15.979570_full	K
K-NODE_4352_length_7335_cov_7.258654_full	K
K-NODE_4535_length_7113_cov_939.309578_full	K
K-NODE_4657_length_6965_cov_8.204197_full	K
K-NODE_4817_length_6806_cov_35.616649_full	K
K-NODE_4898_length_6725_cov_15.532534_full	K
K-NODE_5170_length_6487_cov_9.034515_full	K
K-NODE_5612_length_6138_cov_4.970409_full	K
K-NODE_5807_length_6008_cov_6.252142_full	K
K-NODE_5843_length_5979_cov_6.151756_full	K
K-NODE_7554_length_5011_cov_3.642655_full	K
K-NODE_2821_length_13423_cov_8.749177_full	K
K-NODE_5156_length_9017_cov_13.581678_full	K
K-NODE_7771_length_6665_cov_9.034796_full	K
K-NODE_7875_length_6596_cov_8.401926_full	K
K-NODE_7997_length_6518_cov_6.189076_full	K
K-NODE_8277_length_6361_cov_6.831748_full	K
K-NODE_8324_length_6331_cov_8.867909_full	K
K-NODE_8761_length_6071_cov_8.540226_full	K
K-NODE_8968_length_5946_cov_6.363436_full	K
K-NODE_9634_length_5625_cov_43.345961_full	K
K-NODE_10325_length_5325_cov_19.864896_full	K
K-NODE_10750_length_5154_cov_5.862130_full	K
K-NODE_2392_length_8141_cov_13.219886_full	K
K-NODE_3212_length_7277_cov_16.035863_full	K
K-NODE_3616_length_6971_cov_16.144592_full	K
K-NODE_6575_length_5429_cov_33.590622_full	K
K-NODE_267_length_19362_cov_66.620604_full	K
K-NODE_681_length_13280_cov_35.565898_full	K
K-NODE_2114_length_8483_cov_7.972473_full	K
K-NODE_2550_length_7883_cov_161.822688_full	K
K-NODE_4114_length_6508_cov_5.205021_full	K
K-k141_1043597_full	K
K-k141_420805_full	K
K-k141_1881201_full	K
K-k141_1360119_full	K
K-k141_943353_full	K
K-k141_111826_full	K
K-k141_1257844_full	K
K-k141_1263152_full	K
K-k141_1785882_full	K
K-k141_849466_full	K
K-k141_1682385_full	K
K-k141_1374813_full	K
K-k141_1589112_full	K
K-k141_759543_full	K
K-k141_2010231_full	K
K-k141_240390_full	K
K-k141_659664_full	K
K-k141_1492576_full	K
K-k141_1078817_full	K
K-k141_1703367_full	K
K-k141_663611_full	K
K-k141_245630_full	K
K-k141_2017688_full	K
K-k141_1392310_full	K
K-k141_978435_full	K
K-k141_980430_full	K
K-k141_1917779_full	K
K-k141_1814850_full	K
K-k141_1920602_full	K
K-k141_984573_full	K
K-k141_883032_full	K
K-k141_1607544_full	K
K-k141_156218_full	K
K-k141_1302061_full	K
K-k141_1101781_full	K
K-k141_1932204_full	K
K-k141_1517958_full	K
K-k141_374869_full	K
K-k141_688067_full	K
K-k141_2041422_full	K
K-k141_1836055_full	K
K-k141_65491_full	K
K-k141_1419499_full	K
K-k141_798454_full	K
K-k141_1315140_full	K
